,hypernym,term,tree_id,train_test_split
1664,陶器,马略尔卡陶器,472,train
1665,陶器,彩釉,472,train
1666,陶器,代尔夫特精陶,472,train
1667,瓦器,玛瑙纹饰陶器,472,train
1668,瓦器,虹彩陶,472,train
1669,小型狗,马耳他狗,473,train
1670,小型狗,吉娃娃,473,train
1671,小型狗,玩具猎鹬犬,473,train
1672,小型狗,北京狗,473,train
1673,小型狗,玩具梗犬,473,train
1674,小型狗,日本猎犬,473,train
1675,小型狗,狮子狗,473,train
1676,玩具猎鹬犬,英国小獚犬,473,train
1677,玩具猎鹬犬,蝶耳长毛小狗,473,train
1678,玩具猎鹬犬,骑士查理王犬,473,train
1679,英国小獚犬,布伦海姆狗,473,train
1680,分摊,一份,476,train
1681,维管组织,中柱,478,train
1682,维管组织,维管射线,478,train
1683,维管组织,管胞,478,train
1684,维管组织,形成层,478,train
1685,维管组织,木质部,478,train
1686,维管组织,维管束,478,train
1687,维管组织,韧皮部,478,train
1688,维管组织,筛管,478,train
1689,维管束,叶脉,478,train
1690,十足目动物,大螯虾,480,train
1691,十足目动物,寄居蟹,480,train
1692,十足目动物,喇蛄,480,train
1693,十足目动物,螃蟹,480,train
1694,十足目动物,大虾,480,train
1695,十足目动物,小虾,480,train
1696,大螯虾,大螯虾,480,train
1697,大螯虾,挪威海螯虾,480,train
1698,大螯虾,南非螯龙虾,480,train
1699,大螯虾,缅因龙虾,480,train
1700,大螯虾,欧洲螯龙虾,480,train
1701,喇蛄,淡水螯虾,480,train
1702,喇蛄,美洲螯虾,480,train
1703,螃蟹,石蟹,480,train
1704,螃蟹,岩蟹,480,train
1705,螃蟹,豆蟹,480,train
1706,螃蟹,招潮属蟹,480,train
1707,螃蟹,三疣梭子蟹,480,train
1708,螃蟹,北黄道蟹,480,train
1709,螃蟹,太平洋大蟹,480,train
1710,螃蟹,蜘蛛蟹,480,train
1711,螃蟹,硬壳海蟹,480,train
1712,螃蟹,软壳蟹,480,train
1713,螃蟹,拟石蟹,480,train
1714,大虾,长臂虾,480,train
1715,小虾,枪虾,480,train
1716,豆蟹,牡蛎豆蟹,480,train
1717,三疣梭子蟹,圆趾蟹,480,train
1718,三疣梭子蟹,三疣梭子蟹,480,train
1719,三疣梭子蟹,梭子蟹,480,train
1720,蜘蛛蟹,拟石蟹,480,train
1721,蜘蛛蟹,巨螯蟹,480,train
1722,不幸,折磨,482,train
1723,不幸,牺牲,482,train
1724,不幸,情绪的最低点,482,train
1725,不幸,不健康,482,train
1726,不幸,危险,482,train
1727,不幸,大灾难,482,train
1728,不幸,绝境,482,train
1729,不幸,不幸,482,train
1730,不幸,集中营,482,train
1731,不幸,活受罪,482,train
1732,折磨,折磨,482,train
1733,不健康,不幸,482,train
1734,危险,压迫,482,train
1735,危险,极痛苦,482,train
1736,危险,剧痛,482,train
1737,绝境,到底,482,train
1738,四轮马车,流动炊事车,484,train
1739,四轮马车,手拉车,484,train
1740,四轮马车,乐队花车,484,train
1741,四轮马车,送奶车,484,train
1742,四轮马车,送冰马车,484,train
1743,四轮马车,大篷车,484,train
1744,手拉车,一种双轮马车,484,train
1745,手拉车,垃圾车,484,train
1746,手拉车,狗拉的小车,484,train
1747,手拉车,农用马车,484,train
1748,手拉车,东洋车,484,train
1749,农用马车,载货马车,484,train
1750,间接税,变相的税,493,train
1751,间接税,关税,493,train
1752,间接税,消费税,493,train
1753,关税,反倾销税,493,train
1754,关税,入市税,493,train
1755,关税,关税,493,train
1756,关税,出口税,493,train
1757,关税,进口税,493,train
1758,关税,保护关税,493,train
1759,消费税,小额消费品税,493,train
1760,消费税,从价税,493,train
1761,消费税,汽油税,493,train
1762,保护关税,反倾销税,493,train
1763,小孔,孔,498,train
1764,孔,瞳孔,498,train
1765,含义,含义,499,train
1766,含义,意义,499,train
1767,含义,细微差别,499,train
1768,批评,抨击,50,train
1769,抨击,中伤,50,train
1770,连结,相关性,501,train
1771,连结,串联,501,train
1772,连结,关系,501,train
1773,连结,关联性,501,train
1774,连结,卷入,501,train
1775,连结,关联,501,train
1776,连结,交通,501,train
1777,连结,桥接物,501,train
1778,连结,连结,501,train
1779,相关性,中肯,501,train
1780,相关性,妥当,501,train
1781,相关性,实质性,501,train
1782,关系,母子感情,501,train
1783,关联性,关系,501,train
1784,卷入,卷入,501,train
1785,卷入,包含,501,train
1786,关联,联合,501,train
1787,妥当,恰当,501,train
1788,周转资产,可操作资本,508,train
1789,周转资产,风险资本,508,train
1790,周转资产,股本,508,train
1791,周转资产,创业基金,508,train
1792,股本,股本总额,508,train
1793,股本,普通股,508,train
1794,股本,增水股,508,train
1795,股本,热门股,508,train
1796,股本,股份,508,train
1797,股本,库存股,508,train
1798,股本,无面值股票,508,train
1799,股本,优先股,508,train
1800,股本,准优先股,508,train
1801,股本,增长股票,508,train
1802,股本,有表决权股票,508,train
1803,股本,流通股,508,train
1804,普通股,热门股,508,train
1805,普通股,分类股票,508,train
1806,普通股,有期限股,508,train
1807,优先股,累积优先股,508,train
1808,固定物,照明器材,512,train
1809,固定物,浴室设备,512,train
1810,照明器材,间接照明,512,train
1811,照明器材,枝形吊灯,512,train
1812,手提箱,手提箱,513,train
1813,手提箱,手提行李,513,train
1814,手提箱,化妆盒,513,train
1815,手提箱,马车车顶行李,513,train
1816,手提箱,帽盒,513,train
1817,手提箱,折叠式旅行袋,513,train
1818,手提箱,毯制手提包,513,train
1819,手提箱,手提包,513,train
1820,十进制单位,公制长度单位,514,train
1821,十进制单位,公制容量单位,514,train
1822,十进制单位,公制重量单位,514,train
1823,公制长度单位,公尺,514,train
1824,公制长度单位,微毫米,514,train
1825,公制长度单位,毫米,514,train
1826,公制长度单位,公分,514,train
1827,公制长度单位,一公里,514,train
1828,公制长度单位,微米,514,train
1829,公制长度单位,毫微微米,514,train
1830,公制长度单位,分米,514,train
1831,公制长度单位,一百公尺,514,train
1832,公制长度单位,一万公尺,514,train
1833,公制长度单位,微微米,514,train
1834,公制长度单位,公丈,514,train
1835,公制长度单位,埃,514,train
1836,公制容量单位,立方公里,514,train
1837,公制容量单位,1/10公升,514,train
1838,公制容量单位,十升,514,train
1839,公制容量单位,公升,514,train
1840,公制容量单位,立方毫米,514,train
1841,公制容量单位,千升,514,train
1842,公制容量单位,厘升,514,train
1843,公制容量单位,一百公升,514,train
1844,公制容量单位,千分之一公升,514,train
1845,公制重量单位,公斤,514,train
1846,公制重量单位,森特纳,514,train
1847,公制重量单位,百克,514,train
1848,公制重量单位,毫克,514,train
1849,公制重量单位,公克,514,train
1850,公制重量单位,克拉,514,train
1851,公制重量单位,微克,514,train
1852,公制重量单位,格令,514,train
1853,公制重量单位,克,514,train
1854,公制重量单位,万克,514,train
1855,公制重量单位,毫微克,514,train
1856,公制重量单位,公担,514,train
1857,公制重量单位,十克,514,train
1858,公制重量单位,公吨,514,train
1859,公制重量单位,克分子,514,train
1860,公斤,一公斤,514,train
1861,化石燃料,煤,518,train
1862,煤,无烟煤,518,train
1863,煤,木炭,518,train
1864,煤,烟煤,518,train
1865,煤,动力煤,518,train
1866,烟煤,煤粉,518,train
1867,烟煤,烛煤,518,train
1868,模型,随机过程,519,train
1869,随机过程,随机游动,519,train
1870,随机过程,平稳随机过程,519,train
1871,随机过程,无后效过程,519,train
1872,无后效过程,马尔可夫链,519,train
1873,输送,联接,521,train
1874,拓印,接触印相照片,522,train
1875,拓印,铜凹版印刷品,522,train
1876,拓印,雕版画,522,train
1877,拓印,网线铜版术,522,train
1878,拓印,凹版印刷,522,train
1879,拓印,一种雕刻品,522,train
1880,雕版画,蚀刻印刷品,522,train
1881,雕版画,铜版画,522,train
1882,雕版画,线雕画,522,train
1883,雕版画,照相铜版,522,train
1884,室外运动,打猎,523,train
1885,纸币,辅币,524,train
1886,纸币,不兑现纸币,524,train
1887,纸币,庄票,524,train
1888,庄票,二十美元钞票,524,train
1889,庄票,五美元钞票,524,train
1890,庄票,十美元钞票,524,train
1891,庄票,五十美元钞票,524,train
1892,庄票,一百美元钞票,524,train
1893,庄票,一美元钞票,524,train
1894,庄票,银元券,524,train
1895,庄票,二美元钞票,524,train
1896,五美元钞票,五美元镍币,524,train
1897,酯,多元酯,526,train
1898,酯,丙三脂,526,train
1899,酯,乙酸戊酯,526,train
1900,酯,纤维素酯,526,train
1901,酯,乙酸乙酯,526,train
1902,丙三脂,硬脂酸甘油,526,train
1903,丙三脂,甘油凝胶,526,train
1904,丙三脂,酪脂,526,train
1905,丙三脂,丙三醇,526,train
1906,丙三脂,甘油剂,526,train
1907,丙三脂,甘油酯,526,train
1908,纤维素酯,硝化纤维素,526,train
1909,酪脂,三丁精,526,train
1910,甘油酯,甘油三酸酯,526,train
1911,硝化纤维素,焦纤维素,526,train
1912,硝化纤维素,低氮硝化纤维素,526,train
1913,专家,装潢者,527,train
1914,专家,专员,527,train
1915,粒子加速器,高压倍加器,53,train
1916,粒子加速器,回旋加速器,53,train
1917,回旋加速器,质子加速器,53,train
1918,人群,团队,530,train
1919,偷窃,大盗窃,531,train
1920,偷窃,瞒报,531,train
1921,偷窃,佯装顾客偷窃,531,train
1922,偷窃,生物侵权,531,train
1923,偷窃,盗窃,531,train
1924,偷窃,轻偷窃罪,531,train
1925,偷窃,小偷小摸,531,train
1926,盗窃,公路拦路抢劫,531,train
1927,盗窃,土匪劫掠,531,train
1928,盗窃,劫机,531,train
1929,盗窃,持械抢劫,531,train
1930,盗窃,犯罪,531,train
1931,盗窃,抢劫,531,train
1932,盗窃,偷盗,531,train
1933,劫机,海上掠夺,531,train
1934,蝴蝶,小环蝴蝶,55,train
1935,蝴蝶,白蝴蝶,55,train
1936,蝴蝶,斑蝶,55,train
1937,蝴蝶,灰蝶,55,train
1938,蝴蝶,粉蝶,55,train
1939,蝴蝶,蛱蝶,55,train
1940,斑蝶,黑脉金斑蝶,55,train
1941,灰蝶,小灰蝶,55,train
1942,灰蝶,蓝蝶,55,train
1943,灰蝶,铜色灰蝶,55,train
1944,粉蝶,纹白蝶,55,train
1945,蛱蝶,红蛱蝶,55,train
1946,蛱蝶,白纹铗蝶,55,train
1947,蛱蝶,丽蝶,55,train
1948,蛱蝶,彩蝶,55,train
1949,蛱蝶,黄缘蛱蝶,55,train
1950,蛱蝶,豹纹蝶,55,train
1951,蛱蝶,赤蛱蝶,55,train
1952,蛱蝶,蛱蝶,55,train
1953,蛱蝶,孔雀蛱蝶,55,train
1954,蛱蝶,小红蛱蝶,55,train
1955,蛱蝶,副王蛱蝶,55,train
1956,蛱蝶,黄钩蛱蝶,55,train
1957,蛱蝶,白蛱蝶,55,train
1958,铜色灰蝶,美洲铜色灰蝶,55,train
1959,纹白蝶,大菜粉蝶,55,train
1960,纹白蝶,纹白蝶,55,train
1961,纹白蝶,菜粉蝶,55,train
1962,丽蝶,紫闪蛱蝶,55,train
1963,人生观,伦理学,57,train
1964,人生观,美学,57,train
1965,瓶,葫芦,6,train
1966,瓶,啤酒瓶,6,train
1967,瓶,番茄酱瓶,6,train
1968,瓶,小壶,6,train
1969,瓶,小口的大瓶,6,train
1970,瓶,墨水瓶,6,train
1971,瓶,调味瓶,6,train
1972,瓶,烧瓶,6,train
1973,瓶,坛,6,train
1974,瓶,饮料瓶,6,train
1975,小壶,土制酒壶,6,train
1976,烧瓶,小酒瓶,6,train
1977,烧瓶,双耳细颈瓶,6,train
1978,烧瓶,水壶,6,train
1979,烧瓶,爱伦美氏瓶,6,train
1980,球场,赛道,61,train
1981,球场,高尔夫球场,61,train
1982,赛道,煤渣跑道,61,train
1983,煤渣跑道,贝尔蒙特跑道,61,train
1984,煤渣跑道,邱吉尔马场,61,train
1985,体征,生命体征,63,train
1986,生命体征,呼吸频率,63,train
1987,生命体征,脉搏,63,train
1988,脉搏,股动脉脉搏,63,train
1989,脉搏,桡动脉脉搏,63,train
1990,断片,断片,64,train
1991,广告,社论式广告,67,train
1992,广告,仅印一面的大幅纸张,67,train
1993,会话,交谈,68,train
1994,会话,交流,68,train
1995,交谈,会话,68,train
1996,驴,雌驴,70,train
1997,驴,野驴,70,train
1998,驴,驴,70,train
1999,驴,公驴,70,train
2000,驴,驴子,70,train
2001,野驴,亚洲野驴,70,train
2002,野驴,非洲野驴,70,train
2003,野驴,中亚野驴,70,train
2004,中亚野驴,蒙古野驴,70,train
2005,书信,邀请,72,train
2006,书信,无线电报,72,train
2007,妄想,变兽妄想,73,train
2008,妄想,幻想变得伟大,73,train
2009,妄想,妄想,73,train
2010,妄想,虚无幻觉,73,train
2011,妄想,躯体妄想,73,train
2012,妄想,幻觉,73,train
2013,幻觉,视幻觉,73,train
2014,幻觉,幻听,73,train
2015,幻觉,幻觉,73,train
2016,幻觉,伪幻觉,73,train
2017,视幻觉,色差,73,train
2018,视幻觉,动物幻视,73,train
2019,视幻觉,幻觉,73,train
2020,卧室,儿童居室,81,train
2021,卧室,闺房,81,train
2022,卧室,主卧室,81,train
2023,卧室,大寝室,81,train
2024,卧室,旅馆客房,81,train
2025,儿童居室,婴儿室,81,train
2026,旅馆客房,连通房,81,train
2027,旅馆客房,邻舍,81,train
2028,婴儿室,日间托儿所,81,train
2029,铁,白铁,85,train
2030,铁,生铁,85,train
2031,铁,α-铁,85,train
2032,铁,型铁,85,train
2033,铁,锭铁,85,train
2034,铁,γ-铁,85,train
2035,铁,β-铁,85,train
2036,铁,德他铁,85,train
2037,铁,废铁,85,train
2038,生铁,瑞典生铁,85,train
2039,生铁,夹渣生铁,85,train
2040,生铁,镜铁,85,train
2041,生铁,碱性铁,85,train
2042,生铁,铁合金,85,train
2043,生铁,铜铅合金,85,train
2044,齿鲸,剑吻鲸,86,train
2045,齿鲸,抹香鲸,86,train
2046,齿鲸,侏儒抹香鲸,86,train
2047,齿鲸,小抹香鲸,86,train
2048,齿鲸,海豚,86,train
2049,剑吻鲸,北瓶鼻鲸,86,train
2050,海豚,白鲸,86,train
2051,海豚,海豚,86,train
2052,海豚,虎鲸,86,train
2053,海豚,圆头鲸,86,train
2054,海豚,恒河豚,86,train
2055,海豚,宽吻海豚,86,train
2056,海豚,一种大海豚,86,train
2057,宽吻海豚,尖吻海豚,86,train
2058,宽吻海豚,鼠海豚,86,train
2059,说话方式,声调,87,train
2060,说话方式,致词,87,train
2061,超敏性,冷觉过敏,89,train
2062,超敏性,高敏性反应,89,train
2063,高敏性反应,敏性鼻炎,89,train
2064,高敏性反应,过敏性反应,89,train
2065,高敏性反应,刺痒,89,train
2066,敏性鼻炎,枯草热,89,train
2067,过敏性反应,过敏性休克,89,train
2068,过敏性反应,血清病,89,train
2069,过敏性反应,迟发型变应性,89,train
2070,过敏性反应,食物变态反应,89,train
2071,过敏性反应,速发型变态反应,89,train
2072,吸毒者,上瘾的人,9,train
2073,少年,祭坛侍童,92,train
2074,制材,厚板,93,train
2075,厚板,假型板,93,train
2076,消费信贷,分期还款信贷,94,train
2077,消费信贷,开放性信贷,94,train
2078,消费信贷,家产担保贷款,94,train
2079,开放性信贷,信用卡,94,train
2080,开放性信贷,贷方账,94,train
2081,开放性信贷,信用透支数额,94,train
2082,开放性信贷,借记卡,94,train
2083,开放性信贷,智能卡,94,train
2084,信用卡,现金卡,94,train
2085,信用卡,银行信用卡,94,train
2086,信用卡,电话卡,94,train
2087,贷方账,循环费用帐户,94,train
2088,天赋,天性,97,train
2089,盒子,箱,99,train
2090,盒子,浅箱,99,train
2091,盒子,纸盒,99,train
2092,盒子,投票箱,99,train
2093,盒子,火柴盒,99,train
2094,盒子,棺,99,train
2095,盒子,大板条箱,99,train
2096,盒子,灰浆桶,99,train
2097,盒子,食品盒,99,train
2098,盒子,珠宝箱,99,train
2099,盒子,信箱,99,train
2100,盒子,圆筒形纸板盒,99,train
2101,盒子,雪茄盒,99,train
2102,箱,弹药箱,99,train
2103,箱,约柜,99,train
2104,箱,香柏木箱,99,train
2105,箱,保险箱,99,train
2106,箱,嫁妆箱,99,train
2107,棺,棺材及其支架,99,train
2108,排泄,失禁,533,dev
2109,排泄,拉屎,533,dev
2110,排泄,小便,533,dev
2111,失禁,尿失禁,533,dev
2112,拉屎,尿闭,533,dev
2113,拉屎,便血,533,dev
2114,拉屎,排便,533,dev
2115,拉屎,大便,533,dev
2116,小便,排泄,533,dev
2117,小便,小便,533,dev
2118,小便,夜尿,533,dev
2119,小便,石尿症,533,dev
2120,小便,少尿,533,dev
2121,尿失禁,尿床,533,dev
2122,尿失禁,压力性失禁,533,dev
2123,尿失禁,尿失禁,533,dev
2124,尿失禁,充溢性尿失禁,533,dev
2125,切,很深的裂缝,536,dev
2126,切,刻痕,536,dev
2127,语法关系,互参,537,dev
2128,语法关系,语气,537,dev
2129,语法关系,词形变化,537,dev
2130,语法关系,修饰关系,537,dev
2131,语法关系,体,537,dev
2132,语法关系,不及物性,537,dev
2133,语法关系,及物性,537,dev
2134,语法关系,互补,537,dev
2135,语法关系,一致,537,dev
2136,语法关系,分句间的关系,537,dev
2137,语法关系,语态,537,dev
2138,语法关系,主从关系,537,dev
2139,语法关系,同等,537,dev
2140,语法关系,回指,537,dev
2141,互参,自反性,537,dev
2142,语气,祈使语气,537,dev
2143,语气,直陈语气,537,dev
2144,语气,疑问语气,537,dev
2145,语气,祈愿语态,537,dev
2146,语气,虚拟语气,537,dev
2147,词形变化,动词的变化,537,dev
2148,词形变化,词形变化,537,dev
2149,词形变化,变格,537,dev
2150,修饰关系,同位,537,dev
2151,修饰关系,限定关系,537,dev
2152,体,表始动词,537,dev
2153,体,持续时态,537,dev
2154,体,动词完成体,537,dev
2155,一致,词性一致,537,dev
2156,一致,数字上的一致,537,dev
2157,一致,示例一致,537,dev
2158,一致,人的一致,537,dev
2159,分句间的关系,从属关系,537,dev
2160,分句间的关系,对等关系,537,dev
2161,分句间的关系,对照关系,537,dev
2162,分句间的关系,连接关系,537,dev
2163,分句间的关系,分离关系,537,dev
2164,语态,主动语态,537,dev
2165,语态,被动语态,537,dev
2166,持续时态,未完成体,537,dev
2167,持续时态,渐进时态,537,dev
2168,双亲之一,父,539,dev
2169,双亲之一,收养者,539,dev
2170,双亲之一,妈妈,539,dev
2171,父,爸,539,dev
2172,法律系统,行政法,540,dev
2173,态度,举止,542,dev
2174,苍蝇,家蝇,543,dev
2175,苍蝇,寄蝇,543,dev
2176,苍蝇,角蝇,543,dev
2177,苍蝇,牛虻,543,dev
2178,苍蝇,蜂虻,543,dev
2179,苍蝇,肉蝇,543,dev
2180,苍蝇,丽蝇,543,dev
2181,苍蝇,孑孓蝇,543,dev
2182,牛虻,狂蝇,543,dev
2183,牛虻,皮瘤蝇,543,dev
2184,牛虻,虻,543,dev
2185,丽蝇,丽蝇,543,dev
2186,丽蝇,蓝丽蝇,543,dev
2187,狂蝇,马胃蝇,543,dev
2188,狂蝇,羊狂蝇,543,dev
2189,狂蝇,马蝇,543,dev
2190,二元化合物,氨,544,dev
2191,二元化合物,水,544,dev
2192,二元化合物,氯化钠,544,dev
2193,二元化合物,碳化钙,544,dev
2194,氨,氨盐基,544,dev
2195,水,舱底积水,544,dev
2196,水,淡水,544,dev
2197,水,半融雪,544,dev
2198,水,蒸馏水,544,dev
2199,水,井水,544,dev
2200,水,软水,544,dev
2201,水,洗澡水,544,dev
2202,水,洗盘水,544,dev
2203,水,圣水,544,dev
2204,水,海水,544,dev
2205,氯化钠,岩盐,544,dev
2206,淡水,雨水,544,dev
2207,海水,赤潮,544,dev
2208,图样,旅馆订菜单,548,dev
2209,图样,安排,548,dev
2210,旅馆订菜单,膳宿包定制,548,dev
2211,工厂,啤酒厂,550,dev
2212,工厂,装瓶车间,550,dev
2213,工厂,造币厂,550,dev
2214,工厂,蒸馏酒厂,550,dev
2215,工厂,制造厂,550,dev
2216,制造厂,汽车制造厂,550,dev
2217,制造厂,罐头工厂,550,dev
2218,制造厂,装配场,550,dev
2219,制造厂,锯木场,550,dev
2220,制造厂,化学工厂,550,dev
2221,制造厂,铸造厂,550,dev
2222,装配场,边境加工,550,dev
2223,铸造厂,铸铁厂,550,dev
2224,铸造厂,兵工厂,550,dev
2225,铸造厂,铸钟场,550,dev
2226,坟墓,古埃及墓室,551,dev
2227,坟墓,坟墓,551,dev
2228,坟墓,墓,551,dev
2229,坟墓,土窖,551,dev
2230,坟墓,圣墓,551,dev
2231,侵略者,伏兵,553,dev
2232,厚皮类动物,大象,556,dev
2233,大象,非洲象,556,dev
2234,大象,嵌齿象,556,dev
2235,大象,猛犸,556,dev
2236,大象,亚洲象,556,dev
2237,大象,离群的凶猛野象,556,dev
2238,猛犸,哥伦比亚猛犸象,556,dev
2239,猛犸,猛犸,556,dev
2240,亚洲象,白象,556,dev
2241,医药,医治耳聋的药,562,dev
2242,医药,催吐剂,562,dev
2243,医药,妙方,562,dev
2244,医药,解毒剂,562,dev
2245,医药,洗剂,562,dev
2246,医药,止痛剂,562,dev
2247,催吐剂,吐根,562,dev
2248,解毒剂,阿托品,562,dev
2249,解毒剂,双复磷,562,dev
2250,洗剂,洗眼药,562,dev
2251,洗剂,搽剂,562,dev
2252,洗剂,炉甘石液,562,dev
2253,洗剂,薄荷脑,562,dev
2254,洗剂,黑色洗液,562,dev
2255,阿托品,阿托品,562,dev
2256,海燕,鹈燕,563,dev
2257,海燕,海燕,563,dev
2258,海燕,信天翁,563,dev
2259,海燕,海鸥,563,dev
2260,海燕,南极暴风鹱,563,dev
2261,海燕,白額鸌,563,dev
2262,海燕,巨鹱,563,dev
2263,海燕,黄蹼洋海燕,563,dev
2264,信天翁,漂泊信天翁,563,dev
2265,信天翁,黑脚信天翁,563,dev
2266,海鸥,普通鹱,563,dev
2267,相似,模拟,565,dev
2268,鼬科的动物,水貂,570,dev
2269,鼬科的动物,蜜獾,570,dev
2270,鼬科的动物,水獭,570,dev
2271,鼬科的动物,狐鼬,570,dev
2272,鼬科的动物,艾虎,570,dev
2273,鼬科的动物,黑足鼬,570,dev
2274,鼬科的动物,海獭,570,dev
2275,鼬科的动物,黄鼠狼,570,dev
2276,鼬科的动物,巢鼬,570,dev
2277,鼬科的动物,狼獾,570,dev
2278,鼬科的动物,獾,570,dev
2279,鼬科的动物,貂熊,570,dev
2280,鼬科的动物,臭鼬,570,dev
2281,鼬科的动物,貂,570,dev
2282,水貂,水貂,570,dev
2283,水獭,水獭,570,dev
2284,水獭,北美河獭,570,dev
2285,艾虎,白鼬,570,dev
2286,黄鼠狼,长尾鼬,570,dev
2287,黄鼠狼,白颈鼬,570,dev
2288,黄鼠狼,倭鼬,570,dev
2289,黄鼠狼,伶鼬,570,dev
2290,黄鼠狼,白鼬,570,dev
2291,獾,美洲獾,570,dev
2292,獾,狗獾,570,dev
2293,獾,猪獾,570,dev
2294,獾,鼬獾,570,dev
2295,臭鼬,缟臭鼬,570,dev
2296,臭鼬,东部斑臭鼬,570,dev
2297,臭鼬,白背獾臭鼬,570,dev
2298,臭鼬,冠臭鼬,570,dev
2299,貂,石貂,570,dev
2300,貂,紫貂,570,dev
2301,貂,美洲貂,570,dev
2302,貂,鱼貂,570,dev
2303,貂,松貂,570,dev
2304,貂,青鼬,570,dev
2305,白鼬,鼬,570,dev
2306,白颈鼬,非洲艾鼬,570,dev
2307,白颈鼬,白颈鼬,570,dev
2308,天线,偶极天线,571,dev
2309,天线,定向天线,571,dev
2310,定向天线,截抛物面天线,571,dev
2311,人类学,考古学,573,dev
2312,考古学,亚述学,573,dev
2313,感染的过程,霉菌病,576,dev
2314,霉菌病,念珠菌病,576,dev
2315,霉菌病,皮真菌病,576,dev
2316,霉菌病,角膜真菌病,576,dev
2317,霉菌病,头部鳞癣,576,dev
2318,霉菌病,球霉菌病,576,dev
2319,霉菌病,藻菌病,576,dev
2320,霉菌病,新型隐球菌病,576,dev
2321,霉菌病,芽生菌病,576,dev
2322,霉菌病,鼻孢子虫病,576,dev
2323,霉菌病,孢子丝菌病,576,dev
2324,霉菌病,癣,576,dev
2325,念珠菌病,口腔念珠菌病,576,dev
2326,芽生菌病,产色霉菌病,576,dev
2327,癣,头癣,576,dev
2328,癣,脚气,576,dev
2329,癣,触染性须疮,576,dev
2330,癣,体癣,576,dev
2331,癣,甲癣,576,dev
2332,癣,股癣,576,dev
2333,癣,脓癣,576,dev
2334,人科的动物,北京猿人属,577,dev
2335,人科的动物,南方古猿,577,dev
2336,人科的动物,爪哇猿人属,577,dev
2337,人科的动物,人,577,dev
2338,人科的动物,森林古猿,577,dev
2339,人科的动物,西洼古猿,577,dev
2340,人科的动物,猿人属,577,dev
2341,南方古猿,东非人属,577,dev
2342,南方古猿,阿法南猿,577,dev
2343,南方古猿,非洲南方古猿,577,dev
2344,南方古猿,鲍氏南方古猿,577,dev
2345,南方古猿,粗壮南方古猿,577,dev
2346,南方古猿,傍人属,577,dev
2347,人,爪哇梭罗人,577,dev
2348,人,直立人,577,dev
2349,人,人,577,dev
2350,人,人类,577,dev
2351,人,能人,577,dev
2352,人,尼安德塔人,577,dev
2353,人,博斯科普人,577,dev
2354,人,克罗马努人,577,dev
2355,人,现代人,577,dev
2356,森林古猿,鲁道古猿,577,dev
2357,阿法南猿,露西,577,dev
2358,爪哇梭罗人,棱罗人,577,dev
2359,直立人,北京猿人,577,dev
2360,直立人,爪哇猿人,577,dev
2361,鲑亚目的鱼,三文鱼,578,dev
2362,鲑亚目的鱼,鲑鱼,578,dev
2363,鲑亚目的鱼,嘉鱼,578,dev
2364,三文鱼,银大麻哈鱼,578,dev
2365,三文鱼,大西洋鲑,578,dev
2366,三文鱼,大鳞大马哈鱼,578,dev
2367,三文鱼,大麻哈鱼,578,dev
2368,三文鱼,雄鲑,578,dev
2369,鲑鱼,河鳟,578,dev
2370,鲑鱼,虹鳟,578,dev
2371,鲑鱼,溪红点鲑,578,dev
2372,鲑鱼,湖红点鲑,578,dev
2373,嘉鱼,北极红点鲑,578,dev
2374,大西洋鲑,列氏红点鲑,578,dev
2375,河鳟,海鳟,578,dev
2376,性激素,皮质甾类,580,dev
2377,性激素,雌激素,580,dev
2378,性激素,合成代谢类固醇,580,dev
2379,性激素,男性素,580,dev
2380,性激素,妊娠素,580,dev
2381,皮质甾类,倍他米松,580,dev
2382,皮质甾类,盐皮质激素,580,dev
2383,皮质甾类,糖皮质激素,580,dev
2384,皮质甾类,氢化可的松,580,dev
2385,皮质甾类,可的松,580,dev
2386,皮质甾类,安体舒通,580,dev
2387,雌激素,乙炔雌二醇甲醚,580,dev
2388,雌激素,女性素,580,dev
2389,雌激素,己烷雌酚,580,dev
2390,雌激素,雌二醇,580,dev
2391,雌激素,雌三醇,580,dev
2392,雌激素,乙烯雌酚,580,dev
2393,男性素,睾丸激素,580,dev
2394,男性素,雄甾酮,580,dev
2395,男性素,甲睾酮,580,dev
2396,男性素,诺龙,580,dev
2397,妊娠素,妊娠素,580,dev
2398,妊娠素,炔诺酮,580,dev
2399,妊娠素,甲地孕酮,580,dev
2400,妊娠素,安宫黄体酮,580,dev
2401,妊娠素,异炔诺酮,580,dev
2402,妊娠素,18—甲炔诺酮,580,dev
2403,盐皮质激素,醛固酮,580,dev
2404,糖皮质激素,皮质甾酮,580,dev
2405,糖皮质激素,强的松,580,dev
2406,糖皮质激素,氢化波尼松,580,dev
2407,铜基合金,康铜,581,dev
2408,铜基合金,白铜,581,dev
2409,铜基合金,青铜,581,dev
2410,铜基合金,铝青铜,581,dev
2411,铜基合金,黄铜,581,dev
2412,青铜,阿伐青铜,581,dev
2413,青铜,炮合金,581,dev
2414,青铜,铍青铜,581,dev
2415,青铜,钟铜,581,dev
2416,青铜,磷青铜,581,dev
2417,青铜,硅青铜,581,dev
2418,黄铜,阿伐黄铜,581,dev
2419,黄铜,弹壳黄铜,581,dev
2420,黄铜,红色黄铜,581,dev
2421,黄铜,仿饰金,581,dev
2422,黄铜,蒙次黄铜,581,dev
2423,黄铜,轴承黄铜,581,dev
